IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,FactValueNumeric,FactValueNumericPrefix,FactValueNumeric1,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.85,126.7,126.6,,,120.9,,132.4,126.6 [120.9 – 132.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.95,126.9,126.8,,,121.4,,132.4,126.8 [121.4 – 132.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.1,127.1,127,,,121.9,,132.3,127 [121.9 – 132.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.2,127.3,127.2,,,122.2,,132.2,127.2 [122.2 – 132.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.3,127.5,127.4,,,122.6,,132.3,127.4 [122.6 – 132.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.4,127.7,127.6,,,122.9,,132.3,127.6 [122.9 – 132.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.5,127.9,127.8,,,123.2,,132.3,127.8 [123.2 – 132.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.65,128.1,128,,,123.5,,132.5,128 [123.5 – 132.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.75,122.15,128.2,,,123.8,,132.7,128.2 [123.8 – 132.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,120.7,116.2,116.1,,,108.9,,124.1,116.1 [108.9 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,120.9,116.4,116.3,,,109.6,,123.8,116.3 [109.6 – 123.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.05,116.6,116.5,,,110.2,,123.5,116.5 [110.2 – 123.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.2,116.8,116.7,,,110.8,,123.2,116.7 [110.8 – 123.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.4,117,116.9,,,111.4,,123,116.9 [111.4 – 123],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.55,117.15,117.1,,,111.8,,122.9,117.1 [111.8 – 122.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.6,117.3,117.2,,,112.2,,122.8,117.2 [112.2 – 122.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.75,117.5,117.4,,,112.7,,122.8,117.4 [112.7 – 122.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.9,117.7,117.6,,,113,,122.6,117.6 [113 – 122.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122,117.9,117.8,,,113.3,,122.6,117.8 [113.3 – 122.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.15,118.05,118,,,113.6,,122.5,118 [113.6 – 122.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.2,118.2,118.1,,,113.9,,122.5,118.1 [113.9 – 122.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.35,118.7,118.3,,,114.2,,122.5,118.3 [114.2 – 122.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.35,119.3,119.1,,,114.3,,123.6,119.1 [114.3 – 123.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.75,119.7,119.5,,,115.3,,123.6,119.5 [115.3 – 123.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.15,120.15,119.9,,,116.2,,123.5,119.9 [116.2 – 123.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.6,120.6,120.4,,,117,,123.6,120.4 [117 – 123.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126,121,120.8,,,117.7,,123.8,120.8 [117.7 – 123.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.4,121.4,121.2,,,118.3,,124,121.2 [118.3 – 124],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.8,121.8,121.6,,,118.8,,124.3,121.6 [118.8 – 124.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.15,122.15,122,,,119.2,,124.7,122 [119.2 – 124.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.45,122.5,122.3,,,119.6,,125.1,122.3 [119.6 – 125.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.75,122.85,122.7,,,119.8,,125.6,122.7 [119.8 – 125.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128,123.15,123,,,120,,126,123 [120 – 126],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.25,123.45,123.3,,,120.3,,126.4,123.3 [120.3 – 126.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.45,120.45,123.6,,,120.4,,126.8,123.6 [120.4 – 126.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,120.9,117.5,117.3,,,111.3,,123.6,117.3 [111.3 – 123.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.15,117.9,117.7,,,112.2,,123.4,117.7 [112.2 – 123.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.45,118.3,118.1,,,113.1,,123.4,118.1 [113.1 – 123.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.75,118.7,118.5,,,113.9,,123.2,118.5 [113.9 – 123.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.05,119.1,118.9,,,114.6,,123.2,118.9 [114.6 – 123.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.3,119.5,119.3,,,115.3,,123.2,119.3 [115.3 – 123.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.6,119.9,119.7,,,116.1,,123.4,119.7 [116.1 – 123.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.85,120.25,120.1,,,116.7,,123.5,120.1 [116.7 – 123.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.1,120.6,120.4,,,117.2,,123.7,120.4 [117.2 – 123.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.35,121,120.8,,,117.6,,124.1,120.8 [117.6 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.6,121.4,121.2,,,117.9,,124.5,121.2 [117.9 – 124.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.85,121.75,121.6,,,118.3,,124.9,121.6 [118.3 – 124.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ISR,Israel,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.05,121.15,121.9,,,118.6,,125.3,121.9 [118.6 – 125.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.35,120.55,120.4,,,116.6,,124.2,120.4 [116.6 – 124.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.65,120.9,120.7,,,117.4,,124.1,120.7 [117.4 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125,121.3,121.1,,,118.1,,124.2,121.1 [118.1 – 124.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.35,121.7,121.5,,,118.8,,124.2,121.5 [118.8 – 124.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.7,122.1,121.9,,,119.5,,124.3,121.9 [119.5 – 124.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126,122.45,122.3,,,120,,124.5,122.3 [120 – 124.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.3,122.75,122.6,,,120.5,,124.6,122.6 [120.5 – 124.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.55,123.1,122.9,,,121,,124.9,122.9 [121 – 124.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.85,123.45,123.3,,,121.4,,125.1,123.3 [121.4 – 125.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.1,123.75,123.6,,,121.8,,125.4,123.6 [121.8 – 125.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.3,124.05,123.9,,,122.2,,125.6,123.9 [122.2 – 125.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.55,124.3,124.2,,,122.5,,125.9,124.2 [122.5 – 125.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,ITA,Italy,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.75,124.85,124.4,,,122.8,,126.1,124.4 [122.8 – 126.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.3,125.4,125.3,,,119.4,,131.4,125.3 [119.4 – 131.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.3,125.55,125.5,,,119.9,,131,125.5 [119.9 – 131],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.25,125.65,125.6,,,120.5,,130.9,125.6 [120.5 – 130.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.25,125.8,125.7,,,120.9,,130.7,125.7 [120.9 – 130.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.25,126,125.9,,,121.2,,130.7,125.9 [121.2 – 130.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.3,126.15,126.1,,,121.4,,130.9,126.1 [121.4 – 130.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.25,126.3,126.2,,,121.5,,131,126.2 [121.5 – 131],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.3,126.55,126.4,,,121.6,,131.3,126.4 [121.6 – 131.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.45,126.8,126.7,,,121.7,,131.7,126.7 [121.7 – 131.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.55,127,126.9,,,121.8,,131.9,126.9 [121.8 – 131.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.65,127.25,127.1,,,121.9,,132.3,127.1 [121.9 – 132.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.8,127.55,127.4,,,122.1,,132.8,127.4 [122.1 – 132.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131,127.6,127.7,,,122.2,,133.2,127.7 [122.2 – 133.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.3,127.55,127.5,,,121.3,,133.5,127.5 [121.3 – 133.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.3,127.7,127.6,,,122,,133.2,127.6 [122 – 133.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.3,127.9,127.8,,,122.7,,132.9,127.8 [122.7 – 132.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.4,128.1,128,,,123.4,,132.7,128 [123.4 – 132.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.45,128.3,128.2,,,123.9,,132.5,128.2 [123.9 – 132.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.5,128.5,128.4,,,124.4,,132.4,128.4 [124.4 – 132.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.5,128.7,128.6,,,124.8,,132.4,128.6 [124.8 – 132.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.55,128.95,128.8,,,125.2,,132.4,128.8 [125.2 – 132.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.7,129.2,129.1,,,125.6,,132.5,129.1 [125.6 – 132.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.75,129.45,129.3,,,126.1,,132.6,129.3 [126.1 – 132.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.9,129.7,129.6,,,126.3,,132.7,129.6 [126.3 – 132.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,133,129.95,129.8,,,126.6,,133,129.8 [126.6 – 133],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,133.15,125.5,130.1,,,126.9,,133.2,130.1 [126.9 – 133.2],,,EN,2017-01-11T00:00:00.000Z
